"","Incident_Number","Offence_Code_Group","Latitude","Longtitude","City","Year"
"5189","I182069767","Simple Assault",42.31667114,-71.09743705,"Jamaica Plain","2018"
"5190","I182069737","Simple Assault",42.32553801,-71.06579592,"South Boston","2018"
"5191","I182069703","Simple Assault",42.33936809,-71.05315814,"South Boston","2018"
"5192","I182069687","Simple Assault",42.33153805,-71.08015661,"Roxbury","2018"
"5193","I182069644","Simple Assault",42.35110337,-71.16524536,"Brighton","2018"
"5194","I182069601","Simple Assault",42.27661501,-71.08029831,"Mattapan","2018"
"5195","I182069577","Simple Assault",42.28020911,-71.09292541,"Mattapan","2018"
"5196","I182069573","Simple Assault",42.35595678,-71.14830894,"Brighton","2018"
"5197","I182069565","Simple Assault",42.33936809,-71.05315814,"South Boston","2018"
"5198","I182069549","Simple Assault",42.30743661,-71.07014859,"Dorchester","2018"
"5199","I182069538","Simple Assault",42.31252055,-71.06434966,"Dorchester","2018"
"5200","I182069521","Simple Assault",42.33610729,-71.14908783,"Brighton","2018"
"5201","I182069500","Simple Assault",42.28411373,-71.07938717,"Mattapan","2018"
"5202","I182069458","Simple Assault",42.26217287,-71.11245418,"Hyde Park","2018"
"5203","I182069437","Simple Assault",42.28915232,-71.07346,"Mattapan","2018"
"5204","I182069422","Simple Assault",42.28732082,-71.15053079,"West Roxbury","2018"
"5205","I182069419","Simple Assault",42.25833321,-71.15771218,"West Roxbury","2018"
"5206","I182069367","Simple Assault",42.35892279,-71.05835354,"Downtown","2018"
"5207","I182069341","Simple Assault",42.30827035,-71.11549644,"Jamaica Plain","2018"
"5208","I182069297","Simple Assault",42.31989006,-71.07626209,"Roxbury","2018"
"5209","I182069288","Simple Assault",42.2956968,-71.07214055,"Dorchester","2018"
"5210","I182069238","Simple Assault",42.34492261,-71.08109885,"South End","2018"
"5211","I182069208","Simple Assault",42.29990887,-71.06424768,"Dorchester","2018"
"5212","I182069206","Simple Assault",42.32552923,-71.07352421,"Roxbury","2018"
"5213","I182069173","Simple Assault",42.32557398,-71.0524813,"South Boston","2018"
"5214","I182069144","Simple Assault",42.27551471,-71.16753205,"West Roxbury","2018"
"5215","I182069130","Simple Assault",42.29321805,-71.07886455,"Mattapan","2018"
"5216","I182069128","Simple Assault",42.35439933,-71.16006811,"Brighton","2018"
"5217","I182069122","Simple Assault",42.29524857,-71.07108773,"Dorchester","2018"
"5218","I182069113","Simple Assault",42.36809221,-71.05526102,"Downtown","2018"
"5219","I182069097","Simple Assault",42.25874573,-71.12243682,"Downtown","2018"
"5220","I182069096","Simple Assault",42.30357612,-71.06880797,"Dorchester","2018"
"5221","I182069058","Simple Assault",42.31936372,-71.0396011,"South Boston","2018"
"5222","I182069057","Simple Assault",42.29623685,-71.04853645,"Dorchester","2018"
"5223","I182069047","Simple Assault",42.28469164,-71.09621548,"Mattapan","2018"
"5224","I182069001","Simple Assault",42.31860134,-71.08405792,"Roxbury","2018"
"5225","I182068979","Simple Assault",42.34854604,-71.09799504,"South End","2018"
"5226","I182068978","Simple Assault",42.35892279,-71.05835354,"Downtown","2018"
"5227","I182068971","Simple Assault",42.35009599,-71.0773211,"South End","2018"
"5228","I182068958","Simple Assault",42.2457775,-71.118076,"Hyde Park","2018"
"5229","I182068933","Simple Assault",42.27913841,-71.0879709,"Mattapan","2018"
"5230","I182068920","Simple Assault",42.3523119,-71.0637051,"Downtown","2018"
"5231","I182068915","Simple Assault",42.28721616,-71.06633771,"Dorchester","2018"
"5232","I182068908","Simple Assault",42.35072973,-71.05776441,"Downtown","2018"
"5233","I182068893","Simple Assault",42.28238927,-71.09194475,"Mattapan","2018"
"5234","I182068891","Simple Assault",42.32858395,-71.0546947,"South Boston","2018"
"5235","I182068867","Simple Assault",42.31624019,-71.11267011,"Jamaica Plain","2018"
"5236","I182068850","Simple Assault",42.28187061,-71.08751152,"Mattapan","2018"
"5237","I182068806","Simple Assault",42.31175348,-71.08197378,"Roxbury","2018"
"5238","I182068782","Simple Assault",42.35478783,-71.06123562,"Downtown","2018"
"5239","I182068711","Simple Assault",42.35594239,-71.06258333,"Downtown","2018"
"5240","I182068700","Simple Assault",42.35892279,-71.05835354,"Downtown","2018"
"5241","I182068669","Simple Assault",42.28220579,-71.07791871,"Mattapan","2018"
"5242","I182068639","Simple Assault",42.3523119,-71.0637051,"Downtown","2018"
"5243","I182068571","Simple Assault",42.35822966,-71.05362239,"Downtown","2018"
"5244","I182068554","Simple Assault",42.27855984,-71.09199697,"Mattapan","2018"
"5245","I182068553","Simple Assault",42.29860932,-71.11223703,"Jamaica Plain","2018"
"5246","I182068532","Simple Assault",42.35877445,-71.05157653,"Downtown","2018"
"5247","I182068530","Simple Assault",42.32271736,-71.10488628,"Jamaica Plain","2018"
"5248","I182068493","Simple Assault",42.34958657,-71.05735762,"Downtown","2018"
"5249","I182068492","Simple Assault",42.29184853,-71.15597364,"West Roxbury","2018"
"5250","I182068491","Simple Assault",42.33401829,-71.07638124,"Downtown","2018"
"5251","I182068436","Simple Assault",42.29350272,-71.07344862,"Mattapan","2018"
"5252","I182068431","Simple Assault",42.31252546,-71.07389321,"Roxbury","2018"
"5253","I182068401","Simple Assault",42.29148517,-71.12275618,"West Roxbury","2018"
"5254","I182068374","Simple Assault",42.33318299,-71.08307607,"Roxbury","2018"
"5255","I182068366","Simple Assault",42.28898462,-71.15224773,"West Roxbury","2018"
"5256","I182068341","Simple Assault",42.30204532,-71.07071522,"Dorchester","2018"
"5257","I182068326","Simple Assault",42.350546,-71.167663,"Brighton","2018"
"5258","I182068312","Simple Assault",42.30294389,-71.0782248,"Dorchester","2018"
"5259","I182068290","Simple Assault",42.31441222,-71.0853039,"Roxbury","2018"
"5260","I182068280","Simple Assault",42.36183857,-71.05976489,"Roxbury","2018"
"5261","I182068274","Simple Assault",42.25621592,-71.12401947,"Hyde Park","2018"
"5262","I182068273","Simple Assault",42.35594239,-71.06258333,"Downtown","2018"
"5263","I182068269","Simple Assault",42.3652981,-71.05740434,"Downtown","2018"
"5264","I182068233","Simple Assault",42.31363409,-71.06778025,"Dorchester","2018"
"5265","I182068196","Simple Assault",42.26623736,-71.16843346,"West Roxbury","2018"
"5266","I182068148","Simple Assault",42.26857609,-71.09574826,"Mattapan","2018"
"5267","I182068136","Simple Assault",42.3642384,-71.06165515,"Downtown","2018"
"5268","I182068130","Simple Assault",42.33954199,-71.06940877,"Roxbury","2018"
"5269","I182068114","Simple Assault",42.31624019,-71.11267011,"Jamaica Plain","2018"
"5270","I182068057","Simple Assault",42.34747759,-71.04467675,"South Boston","2018"
"5271","I182068006","Simple Assault",42.27531312,-71.11587798,"Hyde Park","2018"
"5272","I182067996","Simple Assault",42.31538436,-71.09870021,"Jamaica Plain","2018"
"5273","I182067987","Simple Assault",42.28446743,-71.11183089,"Hyde Park","2018"
"5274","I182067975","Simple Assault",42.38102644,-71.02252559,"East Boston","2018"
"5275","I182067883","Simple Assault",42.3473098,-71.07915167,"South End","2018"
"5276","I182067871","Simple Assault",42.37663167,-71.05593196,"Charlestown","2018"
"5277","I182067776","Simple Assault",42.33406106,-71.0775625,"South End","2018"
"5278","I182067757","Simple Assault",42.35595678,-71.14830894,"Brighton","2018"
"5279","I182067748","Simple Assault",42.33744115,-71.08057671,"South End","2018"
"5280","I182067710","Simple Assault",42.33311189,-71.0727637,"South End","2018"
"5281","I182067696","Simple Assault",42.35500441,-71.06300728,"Downtown","2018"
"5282","I182067689","Simple Assault",42.35094628,-71.06685604,"Downtown","2018"
"5283","I182067679","Simple Assault",42.28541846,-71.08366378,"Mattapan","2018"
"5284","I182067676","Simple Assault",42.32692266,-71.08313475,"Roxbury","2018"
"5285","I182067674","Simple Assault",42.26577372,-71.10626422,"Hyde Park","2018"
"5286","I182067602","Simple Assault",42.32646078,-71.09640535,"Roxbury","2018"
"5287","I182067600","Simple Assault",42.2578406,-71.14813948,"West Roxbury","2018"
"5288","I182067599","Simple Assault",42.32251511,-71.09080341,"Roxbury","2018"
"5289","I182067589","Simple Assault",42.3460787,-71.0956684,"South End","2018"
"5290","I182067558","Simple Assault",42.34647478,-71.0515056,"South Boston","2018"
"5291","I182067435","Simple Assault",42.28913147,-71.09293028,"Mattapan","2018"
"5292","I182067384","Simple Assault",42.28393145,-71.11733126,"Hyde Park","2018"
"5293","I182067342","Simple Assault",42.35500441,-71.06300728,"Downtown","2018"
"5294","I182067325","Simple Assault",42.27947857,-71.0962836,"Mattapan","2018"
"5295","I182067304","Simple Assault",42.33152148,-71.07085307,"Roxbury","2018"
"5296","I182067294","Simple Assault",42.32857475,-71.0566102,"South Boston","2018"
"5297","I182067288","Simple Assault",42.336112,-71.04665434,"South Boston","2018"
"5298","I182067279","Simple Assault",42.32257337,-71.07282803,"Roxbury","2018"
"5299","I182067228","Simple Assault",42.33210843,-71.07014395,"South Boston","2018"
"5300","I182067172","Simple Assault",42.34432514,-71.06571148,"South End","2018"
"5301","I182067160","Simple Assault",42.28413536,-71.06957385,"Dorchester","2018"
"5302","I182067133","Simple Assault",42.3247019,-71.07542683,"Roxbury","2018"
"5303","I182067109","Simple Assault",42.34621459,-71.08721196,"South End","2018"
"5304","I182067104","Simple Assault",42.27855984,-71.09199697,"Mattapan","2018"
"5305","I182067091","Simple Assault",42.34862382,-71.08277637,"South End","2018"
"5306","I182067080","Simple Assault",42.34869812,-71.03861624,"South Boston","2018"
"5307","I182066990","Simple Assault",42.34238732,-71.0745752,"South End","2018"
"5308","I182066975","Simple Assault",42.37843402,-71.05644163,"Charlestown","2018"
"5309","I182066973","Simple Assault",42.36112532,-71.06667211,"Downtown","2018"
"5310","I182066972","Simple Assault",42.28378654,-71.0871581,"Mattapan","2018"
"5311","I182066917","Simple Assault",42.35521625,-71.06012863,"South End","2018"
"5312","I182066888","Simple Assault",42.28492596,-71.07135254,"Dorchester","2018"
"5313","I182066886","Simple Assault",42.32029322,-71.05676992,"Dorchester","2018"
"5314","I182066881","Simple Assault",42.3032249,-71.07039247,"Dorchester","2018"
"5315","I182066852","Simple Assault",42.3301111,-71.05611033,"South Boston","2018"
"5316","I182066841","Simple Assault",42.35997967,-71.05474135,"Downtown","2018"
"5317","I182066783","Simple Assault",42.3246387,-71.09531354,"Roxbury","2018"
"5318","I182066768","Simple Assault",42.339675,-71.0829325,"South End","2018"
"5319","I182066712","Simple Assault",42.33857289,-71.05575501,"South Boston","2018"
"5320","I182066704","Simple Assault",42.32469443,-71.10087902,"Jamaica Plain","2018"
"5321","I182066647","Simple Assault",42.31915678,-71.10067583,"Jamaica Plain","2018"
"5322","I182066634","Simple Assault",42.32104169,-71.07215291,"Roxbury","2018"
"5323","I182066626","Simple Assault",42.35783831,-71.05795495,"Downtown","2018"
"5324","I182066607","Simple Assault",42.35059717,-71.07881031,"South End","2018"
"5325","I182066595","Simple Assault",42.39214603,-71.00893922,"East Boston","2018"
"5326","I182066568","Simple Assault",42.35997967,-71.05474135,"Downtown","2018"
"5327","I182066525","Simple Assault",42.28822834,-71.0889687,"Mattapan","2018"
"5328","I182066472","Simple Assault",42.3626075,-71.06132725,"Downtown","2018"
"5329","I182066446","Simple Assault",42.29255618,-71.11974225,"West Roxbury","2018"
"5330","I182066375","Simple Assault",42.36240281,-71.06954652,"Downtown","2018"
"5331","I182066368","Simple Assault",42.33153509,-71.09534648,"Roxbury","2018"
"5332","I182066367","Simple Assault",42.34266946,-71.14098779,"Brighton","2018"
"5333","I182066367","Simple Assault",42.34266946,-71.14098779,"Brighton","2018"
"5334","I182066366","Simple Assault",42.34070297,-71.05267418,"South Boston","2018"
"5335","I182066361","Simple Assault",42.30896999,-71.08284839,"Roxbury","2018"
"5336","I182066353","Simple Assault",42.33901243,-71.05505848,"South Boston","2018"
"5337","I182066351","Simple Assault",42.2518944,-71.1253531,"Hyde Park","2018"
"5338","I182066346","Simple Assault",42.27759869,-71.09136804,"Mattapan","2018"
"5339","I182066340","Simple Assault",42.34980175,-71.07840978,"South End","2018"
"5340","I182066295","Simple Assault",42.34281748,-71.0670516,"South End","2018"
"5341","I182066277","Simple Assault",42.28405737,-71.12686562,"West Roxbury","2018"
"5342","I182066225","Simple Assault",42.35594239,-71.06258333,"Downtown","2018"
"5343","I182066210","Simple Assault",42.26983458,-71.10003437,"Hyde Park","2018"
"5344","I182066203","Simple Assault",42.33665048,-71.07841035,"South End","2018"
"5345","I182066184","Simple Assault",42.37704396,-71.03518074,"East Boston","2018"
"5346","I182066178","Simple Assault",42.35942556,-71.05288819,"Downtown","2018"
"5347","I182066177","Simple Assault",42.34717363,-71.0964439,"South End","2018"
"5348","I182066147","Simple Assault",42.35370585,-71.05898587,"Downtown","2018"
"5349","I182066141","Simple Assault",42.3642384,-71.06165515,"Downtown","2018"
"5350","I182066113","Simple Assault",42.28467377,-71.15498523,"West Roxbury","2018"
"5351","I182066095","Simple Assault",42.29848866,-71.06313294,"Dorchester","2018"
"5352","I182066092","Simple Assault",42.31987076,-71.07096263,"Roxbury","2018"
"5353","I182066089","Simple Assault",42.25326734,-71.12385963,"Hyde Park","2018"
"5354","I182065994","Simple Assault",42.32182903,-71.07328487,"Roxbury","2018"
"5355","I182065962","Simple Assault",42.30982594,-71.06364294,"Dorchester","2018"
"5356","I182065957","Simple Assault",42.34483984,-71.06740492,"South End","2018"
"5357","I182065924","Simple Assault",42.31985444,-71.07972518,"Roxbury","2018"
"5358","I182065922","Simple Assault",42.31925844,-71.10003222,"Jamaica Plain","2018"
"5359","I182065900","Simple Assault",42.30406551,-71.0700332,"Dorchester","2018"
"5360","I182065893","Simple Assault",42.33285585,-71.07262418,"South End","2018"
"5361","I182065803","Simple Assault",42.33871587,-71.08152167,"South End","2018"
"5362","I182065796","Simple Assault",42.34039989,-71.0683172,"South End","2018"
"5363","I182065793","Simple Assault",42.35450139,-71.05916774,"Downtown","2018"
"5364","I182065715","Simple Assault",42.28072751,-71.07713631,"Mattapan","2018"
"5365","I182065691","Simple Assault",42.30889362,-71.07410474,"Dorchester","2018"
"5366","I182065674","Simple Assault",42.32291406,-71.10328402,"Jamaica Plain","2018"
"5367","I182065673","Simple Assault",42.29017432,-71.08808525,"Mattapan","2018"
"5368","I182065527","Simple Assault",42.34840576,-71.08688339,"South End","2018"
"5369","I182065515","Simple Assault",42.33285027,-71.04417249,"South Boston","2018"
"5370","I182065478","Simple Assault",42.32719862,-71.09600551,"Roxbury","2018"
"5371","I182065427","Simple Assault",42.32624204,-71.10317575,"Jamaica Plain","2018"
"5372","I182065324","Simple Assault",42.3360292,-71.07517847,"South End","2018"
"5373","I182065311","Simple Assault",42.34909822,-71.07929618,"South End","2018"
"5374","I182065310","Simple Assault",42.35060365,-71.16847602,"Brighton","2018"
"5375","I182065289","Simple Assault",42.29474312,-71.08503786,"Mattapan","2018"
"5376","I182065285","Simple Assault",42.35064439,-71.06811584,"Downtown","2018"
"5377","I182065272","Simple Assault",42.33555954,-71.07436364,"South End","2018"
"5378","I182065270","Simple Assault",42.34828759,-71.07891773,"South End","2018"
"5379","I182065267","Simple Assault",42.36773109,-71.0352322,"East Boston","2018"
"5380","I182065264","Simple Assault",42.3245386,-71.08821844,"Roxbury","2018"
"5381","I182065252","Simple Assault",42.31508518,-71.08508813,"Roxbury","2018"
"5382","I182065246","Simple Assault",42.2806123,-71.08350146,"Mattapan","2018"
"5383","I182065226","Simple Assault",42.32251511,-71.09080341,"Roxbury","2018"
"5384","I182065223","Simple Assault",42.29268711,-71.08038427,"Mattapan","2018"
"5385","I182065197","Simple Assault",42.35759166,-71.05772502,"Downtown","2018"
"5386","I182065139","Simple Assault",42.30649283,-71.08180677,"Roxbury","2018"
"5387","I182065134","Simple Assault",42.34044966,-71.08845935,"South End","2018"
"5388","I182065126","Simple Assault",42.34709349,-71.08764568,"South End","2018"
"5389","I182065092","Simple Assault",42.33816387,-71.07461217,"South End","2018"
"5390","I182064966","Simple Assault",42.31039358,-71.06399382,"Dorchester","2018"
"5391","I182064963","Simple Assault",42.31966899,-71.08474412,"Roxbury","2018"
"5392","I182064951","Simple Assault",42.26201849,-71.10245483,"Hyde Park","2018"
"5393","I182064907","Simple Assault",42.30629091,-71.06512497,"Dorchester","2018"
"5394","I182064890","Simple Assault",42.26994732,-71.09380308,"Mattapan","2018"
"5395","I182064868","Simple Assault",42.35327561,-71.06345772,"Downtown","2018"
"5396","I182064850","Simple Assault",42.30626521,-71.06864556,"Dorchester","2018"
"5397","I182064823","Simple Assault",42.35934409,-71.1538978,"Brighton","2018"
"5398","I182064821","Simple Assault",42.34108936,-71.07020569,"South End","2018"
"5399","I182064796","Simple Assault",42.3831972,-71.03859924,"East Boston","2018"
"5400","I182064750","Simple Assault",42.30870132,-71.07932755,"Roxbury","2018"
"5401","I182064746","Simple Assault",42.35555336,-71.15274721,"Brighton","2018"
"5402","I182064743","Simple Assault",42.33210843,-71.07014395,"South Boston","2018"
"5403","I182064628","Simple Assault",42.33455374,-71.07560801,"South End","2018"
"5404","I182064612","Simple Assault",42.27668221,-71.12065268,"Hyde Park","2018"
"5405","I182064564","Simple Assault",42.24353174,-71.1392187,"Hyde Park","2018"
"5406","I182064558","Simple Assault",42.35007201,-71.13202926,"Brighton","2018"
"5407","I182064498","Simple Assault",42.3660313,-71.06026503,"Downtown","2018"
"5408","I182064440","Simple Assault",42.31856949,-71.06549715,"Roxbury","2018"
"5409","I182064403","Simple Assault",42.3128606,-71.0957278,"Jamaica Plain","2018"
"5410","I182064379","Simple Assault",42.34337876,-71.14794082,"Brighton","2018"
"5411","I182064308","Simple Assault",42.34662361,-71.08740594,"South End","2018"
"5412","I182064262","Simple Assault",42.29768954,-71.06090954,"Dorchester","2018"
"5413","I182064256","Simple Assault",42.31021692,-71.10237581,"Jamaica Plain","2018"
"5414","I182064252","Simple Assault",42.26485963,-71.09684579,"Hyde Park","2018"
"5415","I182064241","Simple Assault",42.34828759,-71.07891773,"South End","2018"
"5416","I182064106","Simple Assault",42.34255587,-71.09807867,"South End","2018"
"5417","I182064050","Simple Assault",42.33675016,-71.07662788,"South End","2018"
"5418","I182064033","Simple Assault",42.29843275,-71.08122675,"Mattapan","2018"
"5419","I182064023","Simple Assault",42.33146325,-71.0501256,"South Boston","2018"
"5420","I182064015","Simple Assault",42.35213476,-71.06266757,"Downtown","2018"
"5421","I182064013","Simple Assault",42.24260011,-71.13035022,"Hyde Park","2018"
"5422","I182064008","Simple Assault",42.25982323,-71.16328172,"West Roxbury","2018"
"5423","I182064005","Simple Assault",42.3109682,-71.05560702,"Dorchester","2018"
"5424","I182064004","Simple Assault",42.3021878,-71.07365004,"Dorchester","2018"
"5425","I182063983","Simple Assault",42.2829523,-71.0854589,"Mattapan","2018"
"5426","I182063979","Simple Assault",42.32423056,-71.10642159,"Jamaica Plain","2018"
"5427","I182063944","Simple Assault",42.35370585,-71.05898587,"Downtown","2018"
"5428","I182063941","Simple Assault",42.35283155,-71.13114273,"Brighton","2018"
"5429","I182063924","Simple Assault",42.31226446,-71.09020559,"Roxbury","2018"
"5430","I182063909","Simple Assault",42.29257648,-71.07179406,"Dorchester","2018"
"5431","I182063887","Simple Assault",42.33503481,-71.08240248,"South End","2018"
"5432","I182063806","Simple Assault",42.36365377,-71.06099997,"Downtown","2018"
"5433","I182063799","Simple Assault",42.36416781,-71.05407041,"Downtown","2018"
"5434","I182063783","Simple Assault",42.26704228,-71.16398072,"West Roxbury","2018"
"5435","I182063772","Simple Assault",42.359287,-71.05379102,"Downtown","2018"
"5436","I182063763","Simple Assault",42.35996672,-71.11750278,"Brighton","2018"
"5437","I182063752","Simple Assault",42.32872589,-71.08382217,"Roxbury","2018"
"5438","I182063748","Simple Assault",42.28368807,-71.06587898,"Dorchester","2018"
"5439","I182063729","Simple Assault",42.32231617,-71.05873107,"South Boston","2018"
"5440","I182063719","Simple Assault",42.28089366,-71.08037468,"Mattapan","2018"
"5441","I182063709","Simple Assault",42.35892279,-71.05835354,"Downtown","2018"
"5442","I182063700","Simple Assault",42.37868909,-71.0534645,"Charlestown","2018"
"5443","I182063692","Simple Assault",42.35540738,-71.06312433,"Downtown","2018"
"5444","I182063691","Simple Assault",42.30022551,-71.07468313,"Dorchester","2018"
"5445","I182063664","Simple Assault",42.33676619,-71.08205122,"South End","2018"
"5446","I182063661","Simple Assault",42.31503135,-71.0954756,"Jamaica Plain","2018"
"5447","I182063641","Simple Assault",42.33152148,-71.07085307,"Roxbury","2018"
"5448","I182063619","Simple Assault",42.33380683,-71.10377843,"Roxbury","2018"
"5449","I182063617","Simple Assault",42.33714141,-71.05656696,"South Boston","2018"
"5450","I182063615","Simple Assault",42.30655082,-71.10657722,"Jamaica Plain","2018"
"5451","I182063612","Simple Assault",42.28501781,-71.09478602,"Mattapan","2018"
"5452","I182063607","Simple Assault",42.33543317,-71.05705378,"South Boston","2018"
"5453","I182063564","Simple Assault",42.37056285,-71.06077324,"Charlestown","2018"
"5454","I182063555","Simple Assault",42.37546983,-71.03730221,"East Boston","2018"
"5455","I182063542","Simple Assault",42.34957198,-71.07585988,"South End","2018"
"5456","I182063524","Simple Assault",42.26809427,-71.0990997,"Hyde Park","2018"
"5457","I182063521","Simple Assault",42.32696647,-71.06198607,"South Boston","2018"
"5458","I182063516","Simple Assault",42.29853625,-71.11447939,"Jamaica Plain","2018"
"5459","I182063462","Simple Assault",42.35171679,-71.06118419,"Downtown","2018"
"5460","I182063456","Simple Assault",42.28716674,-71.07633479,"Mattapan","2018"
"5461","I182063454","Simple Assault",42.28600087,-71.06344648,"Dorchester","2018"
"5462","I182063453","Simple Assault",42.31915678,-71.10067583,"Jamaica Plain","2018"
"5463","I182063440","Simple Assault",42.34893308,-71.16177266,"Brighton","2018"
"5464","I182063434","Simple Assault",42.28904237,-71.0765702,"Mattapan","2018"
"5465","I182063430","Simple Assault",42.30536762,-71.115715,"Jamaica Plain","2018"
"5466","I182063417","Simple Assault",42.33380683,-71.10377843,"Roxbury","2018"
"5467","I182063408","Simple Assault",42.31684039,-71.08277185,"Roxbury","2018"
"5468","I182063400","Simple Assault",42.30080999,-71.06705066,"Dorchester","2018"
"5469","I182063377","Simple Assault",42.34980175,-71.07840978,"South End","2018"
"5470","I182063363","Simple Assault",42.35007201,-71.13202926,"Brighton","2018"
"5471","I182063221","Simple Assault",42.32153248,-71.07738533,"Roxbury","2018"
"5472","I182063120","Simple Assault",42.33395125,-71.07538939,"South End","2018"
"5473","I182063080","Simple Assault",42.34128751,-71.05467933,"South Boston","2018"
"5474","I182063073","Simple Assault",42.33550576,-71.04291647,"South Boston","2018"
"5475","I182063069","Simple Assault",42.32614559,-71.05349144,"South Boston","2018"
"5476","I182063044","Simple Assault",42.31324982,-71.10181891,"Jamaica Plain","2018"
"5477","I182063038","Simple Assault",42.28248068,-71.06981187,"Dorchester","2018"
"5478","I182063030","Simple Assault",42.35591935,-71.06000539,"Downtown","2018"
"5479","I182063015","Simple Assault",42.31482241,-71.06524172,"Dorchester","2018"
"5480","I182062974","Simple Assault",42.28863812,-71.06631579,"Dorchester","2018"
"5481","I182062888","Simple Assault",42.28446743,-71.11183089,"Hyde Park","2018"
"5482","I182062858","Simple Assault",42.35007201,-71.13202926,"Brighton","2018"
"5483","I182062853","Simple Assault",42.32217348,-71.08506711,"Roxbury","2018"
"5484","I182062841","Simple Assault",42.33857,-71.10670681,"Roxbury","2018"
"5485","I182062836","Simple Assault",42.24240296,-71.14120448,"Hyde Park","2018"
"5486","I182062735","Simple Assault",42.35202275,-71.05932,"Downtown","2018"
"5487","I182062698","Simple Assault",42.30956305,-71.08990197,"Roxbury","2018"
"5488","I182062643","Simple Assault",42.32988771,-71.08445915,"Roxbury","2018"
"5489","I182062631","Simple Assault",42.38783615,-71.01203798,"East Boston","2018"
"5490","I182062592","Simple Assault",42.32553801,-71.06579592,"South Boston","2018"
"5491","I182062577","Simple Assault",42.35877445,-71.05157653,"Downtown","2018"
"5492","I182062541","Simple Assault",42.335007,-71.075067,"South End","2018"
"5493","I182062504","Simple Assault",42.29197155,-71.07174552,"Dorchester","2018"
"5494","I182062474","Simple Assault",42.33506218,-71.09316781,"Roxbury","2018"
"5495","I182062467","Simple Assault",42.25060178,-71.13375937,"Hyde Park","2018"
"5496","I182062394","Simple Assault",42.33210843,-71.07014395,"South Boston","2018"
"5497","I182062387","Simple Assault",42.30587884,-71.06663793,"Dorchester","2018"
"5498","I182062365","Simple Assault",42.33395125,-71.07538939,"South End","2018"
"5499","I182062353","Simple Assault",42.29848866,-71.06313294,"Dorchester","2018"
"5500","I182062349","Simple Assault",42.35594239,-71.06258333,"Downtown","2018"
"5501","I182062284","Simple Assault",42.32720403,-71.05318949,"South Boston","2018"
"5502","I182062284","Simple Assault",42.32720403,-71.05318949,"South Boston","2018"
"5503","I182062223","Simple Assault",42.37100549,-71.03897689,"East Boston","2018"
"5504","I182062222","Simple Assault",42.27022181,-71.09892736,"Hyde Park","2018"
"5505","I182062163","Simple Assault",42.28245514,-71.09448768,"Mattapan","2018"
"5506","I182062134","Simple Assault",42.35572908,-71.05891235,"Downtown","2018"
"5507","I182062124","Simple Assault",42.31506898,-71.09746579,"Charlestown","2018"
"5508","I182062053","Simple Assault",42.34980175,-71.07840978,"South End","2018"
"5509","I182062047","Simple Assault",42.34800978,-71.0766976,"South End","2018"
"5510","I182062032","Simple Assault",42.31946048,-71.06723922,"Roxbury","2018"
"5511","I182062002","Simple Assault",42.33438106,-71.08720218,"Roxbury","2018"
"5512","I182061978","Simple Assault",42.30782356,-71.07552211,"Dorchester","2018"
"5513","I182061956","Simple Assault",42.32066534,-71.10004987,"Jamaica Plain","2018"
"5514","I182061950","Simple Assault",42.31788176,-71.08911975,"Roxbury","2018"
"5515","I182061949","Simple Assault",42.3499624,-71.14762531,"Brighton","2018"
"5516","I182061946","Simple Assault",42.2834045,-71.07010617,"Dorchester","2018"
"5517","I182061925","Simple Assault",42.36068787,-71.05687293,"Downtown","2018"
"5518","I182061923","Simple Assault",42.31922045,-71.06783906,"Roxbury","2018"
"5519","I182061898","Simple Assault",42.35622978,-71.16091786,"Brighton","2018"
"5520","I182061897","Simple Assault",42.35934139,-71.05333104,"Downtown","2018"
"5521","I182061870","Simple Assault",-1,-1,"East Boston","2018"
"5522","I182061858","Simple Assault",42.361121,-71.055484,"Downtown","2018"
"5523","I182061857","Simple Assault",42.33401829,-71.07638124,"Downtown","2018"
"5524","I182061815","Simple Assault",42.27152449,-71.09295148,"Mattapan","2018"
"5525","I182061772","Simple Assault",42.28526024,-71.06444063,"Dorchester","2018"
"5526","I182061763","Simple Assault",42.3649755,-71.062044,"Downtown","2018"
"5527","I182061677","Simple Assault",42.35445939,-71.13091268,"Brighton","2018"
"5528","I182061671","Simple Assault",42.34942864,-71.06536641,"Downtown","2018"
"5529","I182061629","Simple Assault",42.3613248,-71.05243553,"Downtown","2018"
"5530","I182061560","Simple Assault",42.29514664,-71.05860832,"Dorchester","2018"
"5531","I182061513","Simple Assault",42.31224327,-71.07549901,"Roxbury","2018"
"5532","I182061506","Simple Assault",42.32469443,-71.10087902,"Jamaica Plain","2018"
"5533","I182061455","Simple Assault",42.28152196,-71.09008408,"Mattapan","2018"
"5534","I182061447","Simple Assault",42.35680075,-71.05893025,"Downtown","2018"
"5535","I182061412","Simple Assault",42.35251759,-71.05939279,"Downtown","2018"
"5536","I182061369","Simple Assault",42.3265382,-71.0950701,"Roxbury","2018"
"5537","I182061327","Simple Assault",42.25489549,-71.1201768,"Hyde Park","2018"
"5538","I182061302","Simple Assault",42.36967378,-71.04155054,"East Boston","2018"
"5539","I182061296","Simple Assault",42.35348229,-71.04814061,"South Boston","2018"
"5540","I182061276","Simple Assault",42.3462714,-71.08872599,"South End","2018"
"5541","I182061275","Simple Assault",42.36240281,-71.06954652,"Downtown","2018"
