"","Incident_Number","Offence_Code_Group","Latitude","Longtitude","City","Year"
"1039","I192067051","Motor Vehicle Accident Response",42.35204779,-71.13180684,"Brighton","2019"
"1040","I192067050","Motor Vehicle Accident Response",42.32379233,-71.07879379,"Roxbury","2019"
"1041","I192067012","Motor Vehicle Accident Response",42.35074197,-71.06006135,"Roxbury","2019"
"1042","I192067010","Motor Vehicle Accident Response",42.27608689,-71.10834131,"Mattapan","2019"
"1043","I192067008","Motor Vehicle Accident Response",42.29561644,-71.05405521,"Dorchester","2019"
"1044","I192067002","Motor Vehicle Accident Response",42.30770885,-71.06901874,"Dorchester","2019"
"1045","I192066986","Motor Vehicle Accident Response",42.32365136,-71.06020434,"South Boston","2019"
"1046","I192066976","Motor Vehicle Accident Response",42.2913964,-71.05107404,"Dorchester","2019"
"1047","I192066966","Motor Vehicle Accident Response",42.33326323,-71.1084841,"Roxbury","2019"
"1048","I192066962","Motor Vehicle Accident Response",42.29855898,-71.07307742,"Dorchester","2019"
"1049","I192066955","Motor Vehicle Accident Response",42.29303746,-71.11567554,"Jamaica Plain","2019"
"1050","I192066952","Motor Vehicle Accident Response",42.33106756,-71.03524534,"South Boston","2019"
"1051","I192066946","Motor Vehicle Accident Response",42.3382519,-71.1061384,"Roxbury","2019"
"1052","I192066939","Motor Vehicle Accident Response",42.35062199,-71.06151653,"Downtown","2019"
"1053","I192066931","Motor Vehicle Accident Response",42.29389648,-71.08451577,"Mattapan","2019"
"1054","I192066928","Motor Vehicle Accident Response",42.3049039,-71.07414043,"Dorchester","2019"
"1055","I192066925","Motor Vehicle Accident Response",42.28979533,-71.06897947,"Dorchester","2019"
"1056","I192066912","Motor Vehicle Accident Response",42.29786606,-71.06332517,"Dorchester","2019"
"1057","I192066884","Motor Vehicle Accident Response",42.34952413,-71.07220428,"South End","2019"
"1058","I192066876","Motor Vehicle Accident Response",42.27249455,-71.08630841,"Mattapan","2019"
"1059","I192066870","Motor Vehicle Accident Response",42.30029712,-71.05902229,"Dorchester","2019"
"1060","I192066858","Motor Vehicle Accident Response",42.27832825,-71.11570522,"Hyde Park","2019"
"1061","I192066858","Motor Vehicle Accident Response",42.27832825,-71.11570522,"Hyde Park","2019"
"1062","I192066855","Motor Vehicle Accident Response",42.29091109,-71.07436978,"Mattapan","2019"
"1063","I192066799","Motor Vehicle Accident Response",42.36428664,-71.13675636,"Brighton","2019"
"1064","I192066784","Motor Vehicle Accident Response",42.2855149,-71.04298234,"Dorchester","2019"
"1065","I192066774","Motor Vehicle Accident Response",42.25998976,-71.11650929,"Hyde Park","2019"
"1066","I192066765","Motor Vehicle Accident Response",42.28410589,-71.04608937,"Dorchester","2019"
"1067","I192066725","Motor Vehicle Accident Response",42.35196671,-71.05415459,"Downtown","2019"
"1068","I192066721","Motor Vehicle Accident Response",42.38509224,-71.07367766,"Charlestown","2019"
"1069","I192066714","Motor Vehicle Accident Response",42.31705299,-71.06521384,"Roxbury","2019"
"1070","I192066711","Motor Vehicle Accident Response",42.29915578,-71.07252754,"Dorchester","2019"
"1071","I192066693","Motor Vehicle Accident Response",42.34051771,-71.07806475,"South End","2019"
"1072","I192066692","Motor Vehicle Accident Response",42.34936575,-71.09496038,"South End","2019"
"1073","I192066688","Motor Vehicle Accident Response",42.31854554,-71.098663,"Jamaica Plain","2019"
"1074","I192066673","Motor Vehicle Accident Response",42.3087561,-71.06141045,"Dorchester","2019"
"1075","I192066654","Motor Vehicle Accident Response",42.27505251,-71.17307606,"West Roxbury","2019"
"1076","I192066639","Motor Vehicle Accident Response",42.34432514,-71.06571148,"South End","2019"
"1077","I192066633","Motor Vehicle Accident Response",42.36109742,-71.06206081,"Downtown","2019"
"1078","I192066613","Motor Vehicle Accident Response",42.38415612,-71.07257288,"Charlestown","2019"
"1079","I192066587","Motor Vehicle Accident Response",42.28340547,-71.10118272,"Hyde Park","2019"
"1080","I192066575","Motor Vehicle Accident Response",42.28553375,-71.09422962,"Mattapan","2019"
"1081","I192066573","Motor Vehicle Accident Response",42.30467796,-71.07904517,"Dorchester","2019"
"1082","I192066555","Motor Vehicle Accident Response",42.35311458,-71.04842121,"South Boston","2019"
"1083","I192066551","Motor Vehicle Accident Response",42.28457983,-71.0808331,"Mattapan","2019"
"1084","I192066514","Motor Vehicle Accident Response",42.33285585,-71.07262418,"South End","2019"
"1085","I192066475","Motor Vehicle Accident Response",42.28431486,-71.07410838,"Mattapan","2019"
"1086","I192066451","Motor Vehicle Accident Response",42.3170563,-71.09821674,"Jamaica Plain","2019"
"1087","I192066444","Motor Vehicle Accident Response",42.32712014,-71.09034535,"Roxbury","2019"
"1088","I192066429","Motor Vehicle Accident Response",42.36484926,-71.05736028,"Downtown","2019"
"1089","I192066423","Motor Vehicle Accident Response",42.32779976,-71.06771009,"South Boston","2019"
"1090","I192066421","Motor Vehicle Accident Response",42.36568533,-71.06097646,"Downtown","2019"
"1091","I192066411","Motor Vehicle Accident Response",42.38177879,-71.02053132,"East Boston","2019"
"1092","I192066411","Motor Vehicle Accident Response",42.38177879,-71.02053132,"East Boston","2019"
"1093","I192066410","Motor Vehicle Accident Response",42.29089749,-71.06156671,"Dorchester","2019"
"1094","I192066409","Motor Vehicle Accident Response",42.31865884,-71.05673556,"Dorchester","2019"
"1095","I192066400","Motor Vehicle Accident Response",42.34182396,-71.05550337,"South Boston","2019"
"1096","I192066396","Motor Vehicle Accident Response",42.2851166,-71.15646173,"West Roxbury","2019"
"1097","I192066392","Motor Vehicle Accident Response",42.36348718,-71.05141487,"Downtown","2019"
"1098","I192066390","Motor Vehicle Accident Response",42.32960255,-71.03661269,"South Boston","2019"
"1099","I192066377","Motor Vehicle Accident Response",42.29290563,-71.06955795,"Dorchester","2019"
"1100","I192066341","Motor Vehicle Accident Response",42.31993295,-71.08157395,"Roxbury","2019"
"1101","I192066330","Motor Vehicle Accident Response",42.35145666,-71.06167557,"Downtown","2019"
"1102","I192066318","Motor Vehicle Accident Response",42.35170085,-71.07813862,"South End","2019"
"1103","I192066306","Motor Vehicle Accident Response",42.24124926,-71.12629908,"Hyde Park","2019"
"1104","I192066296","Motor Vehicle Accident Response",42.35672129,-71.06022279,"Downtown","2019"
"1105","I192066276","Motor Vehicle Accident Response",42.33860282,-71.09355306,"South End","2019"
"1106","I192066222","Motor Vehicle Accident Response",42.34138415,-71.07898883,"South End","2019"
"1107","I192066207","Motor Vehicle Accident Response",42.31490506,-71.07866702,"Roxbury","2019"
"1108","I192066191","Motor Vehicle Accident Response",42.26663472,-71.09677697,"Hyde Park","2019"
"1109","I192066187","Motor Vehicle Accident Response",42.38648845,-71.00986751,"East Boston","2019"
"1110","I192066184","Motor Vehicle Accident Response",42.34880461,-71.09392554,"South End","2019"
"1111","I192066163","Motor Vehicle Accident Response",42.36323,-71.056989,"Downtown","2019"
"1112","I192066123","Motor Vehicle Accident Response",42.36943145,-71.03917179,"East Boston","2019"
"1113","I192066102","Motor Vehicle Accident Response",42.3220384,-71.07140396,"Roxbury","2019"
"1114","I192066087","Motor Vehicle Accident Response",42.31780762,-71.0668499,"Roxbury","2019"
"1115","I192066077","Motor Vehicle Accident Response",42.32696647,-71.06198607,"South Boston","2019"
"1116","I192066072","Motor Vehicle Accident Response",42.30703835,-71.06615319,"Dorchester","2019"
"1117","I192066033","Motor Vehicle Accident Response",42.25767476,-71.12367146,"Hyde Park","2019"
"1118","I192066026","Motor Vehicle Accident Response",42.32407281,-71.11352472,"Jamaica Plain","2019"
"1119","I192066016","Motor Vehicle Accident Response",42.33152148,-71.07085307,"South Boston","2019"
"1120","I192066014","Motor Vehicle Accident Response",42.25165693,-71.13151791,"Hyde Park","2019"
"1121","I192066010","Motor Vehicle Accident Response",42.259082,-71.159586,"West Roxbury","2019"
"1122","I192065997","Motor Vehicle Accident Response",42.27694956,-71.16506704,"West Roxbury","2019"
"1123","I192065993","Motor Vehicle Accident Response",42.30545103,-71.08057209,"Roxbury","2019"
"1124","I192065975","Motor Vehicle Accident Response",42.35796712,-71.05399115,"Downtown","2019"
"1125","I192065955","Motor Vehicle Accident Response",42.2680362,-71.09484348,"Mattapan","2019"
"1126","I192065953","Motor Vehicle Accident Response",42.34227908,-71.09152151,"South End","2019"
"1127","I192065950","Motor Vehicle Accident Response",42.35771818,-71.13301021,"Brighton","2019"
"1128","I192065926","Motor Vehicle Accident Response",42.33561661,-71.03641895,"South Boston","2019"
"1129","I192065922","Motor Vehicle Accident Response",42.37822405,-71.06606186,"Charlestown","2019"
"1130","I192065899","Motor Vehicle Accident Response",42.36240281,-71.06954652,"Downtown","2019"
"1131","I192065894","Motor Vehicle Accident Response",42.37522355,-71.0645578,"Charlestown","2019"
"1132","I192065863","Motor Vehicle Accident Response",42.34185646,-71.05267539,"South Boston","2019"
"1133","I192065837","Motor Vehicle Accident Response",42.32684777,-71.05597512,"South Boston","2019"
"1134","I192065837","Motor Vehicle Accident Response",42.32684777,-71.05597512,"South Boston","2019"
"1135","I192065794","Motor Vehicle Accident Response",42.30135087,-71.06796465,"Dorchester","2019"
"1136","I192065782","Motor Vehicle Accident Response",42.27529345,-71.07271267,"Mattapan","2019"
"1137","I192065762","Motor Vehicle Accident Response",42.2518944,-71.1253531,"Hyde Park","2019"
"1138","I192065728","Motor Vehicle Accident Response",42.35074192,-71.07146111,"South End","2019"
"1139","I192065720","Motor Vehicle Accident Response",42.33825572,-71.07920918,"South End","2019"
"1140","I192065717","Motor Vehicle Accident Response",42.30918536,-71.0739675,"Roxbury","2019"
"1141","I192065712","Motor Vehicle Accident Response",42.30404525,-71.05704706,"Dorchester","2019"
"1142","I192065705","Motor Vehicle Accident Response",42.28363434,-71.0828132,"Mattapan","2019"
"1143","I192065699","Motor Vehicle Accident Response",42.37620267,-71.03979926,"East Boston","2019"
"1144","I192065650","Motor Vehicle Accident Response",42.31705299,-71.06521384,"Roxbury","2019"
"1145","I192065632","Motor Vehicle Accident Response",42.30504472,-71.06857871,"Dorchester","2019"
"1146","I192065622","Motor Vehicle Accident Response",42.28299886,-71.08897037,"Mattapan","2019"
"1147","I192065621","Motor Vehicle Accident Response",42.28446743,-71.11183089,"Hyde Park","2019"
"1148","I192065584","Motor Vehicle Accident Response",42.35031063,-71.13325711,"Brighton","2019"
"1149","I192065579","Motor Vehicle Accident Response",42.35988372,-71.06016189,"Downtown","2019"
"1150","I192065559","Motor Vehicle Accident Response",42.35484614,-71.05266752,"Downtown","2019"
"1151","I192065558","Motor Vehicle Accident Response",42.31363409,-71.06778025,"Dorchester","2019"
"1152","I192065534","Motor Vehicle Accident Response",42.33280302,-71.0963892,"Roxbury","2019"
"1153","I192065520","Motor Vehicle Accident Response",42.2457775,-71.118076,"Hyde Park","2019"
"1154","I192065512","Motor Vehicle Accident Response",42.33421942,-71.07434616,"South End","2019"
"1155","I192065509","Motor Vehicle Accident Response",42.35680075,-71.05893025,"Downtown","2019"
"1156","I192065503","Motor Vehicle Accident Response",42.29755533,-71.0597091,"Dorchester","2019"
"1157","I192065474","Motor Vehicle Accident Response",42.30963475,-71.07321346,"Roxbury","2019"
"1158","I192065466","Motor Vehicle Accident Response",42.27626552,-71.08265043,"Mattapan","2019"
"1159","I192065425","Motor Vehicle Accident Response",42.35064439,-71.06811584,"Downtown","2019"
"1160","I192065410","Motor Vehicle Accident Response",42.3166175,-71.06407827,"Roxbury","2019"
"1161","I192065351","Motor Vehicle Accident Response",42.32429973,-71.07034884,"Roxbury","2019"
"1162","I192065349","Motor Vehicle Accident Response",42.31193403,-71.1142909,"Jamaica Plain","2019"
"1163","I192065348","Motor Vehicle Accident Response",42.31127465,-71.11448366,"Jamaica Plain","2019"
"1164","I192065347","Motor Vehicle Accident Response",42.27868789,-71.1173443,"Hyde Park","2019"
"1165","I192065341","Motor Vehicle Accident Response",42.35438252,-71.05213281,"Downtown","2019"
"1166","I192065339","Motor Vehicle Accident Response",42.28018351,-71.05685559,"Dorchester","2019"
"1167","I192065337","Motor Vehicle Accident Response",42.27981447,-71.06033735,"Dorchester","2019"
"1168","I192065315","Motor Vehicle Accident Response",42.3721588,-71.03852378,"East Boston","2019"
"1169","I192065307","Motor Vehicle Accident Response",42.36284173,-71.13792234,"Brighton","2019"
"1170","I192065300","Motor Vehicle Accident Response",42.3088984,-71.0830519,"Roxbury","2019"
"1171","I192065284","Motor Vehicle Accident Response",42.32128925,-71.09680567,"Roxbury","2019"
"1172","I192065261","Motor Vehicle Accident Response",42.28618607,-71.13876712,"West Roxbury","2019"
"1173","I192065241","Motor Vehicle Accident Response",42.33285585,-71.07262418,"South End","2019"
"1174","I192065238","Motor Vehicle Accident Response",42.38439979,-71.01832187,"East Boston","2019"
"1175","I192065219","Motor Vehicle Accident Response",42.35617999,-71.05611158,"Downtown","2019"
"1176","I192065201","Motor Vehicle Accident Response",42.33153509,-71.09534648,"Roxbury","2019"
"1177","I192065194","Motor Vehicle Accident Response",42.36568533,-71.06097646,"Downtown","2019"
"1178","I192065190","Motor Vehicle Accident Response",42.30175495,-71.05105462,"Dorchester","2019"
"1179","I192065152","Motor Vehicle Accident Response",42.30859903,-71.10539197,"Jamaica Plain","2019"
"1180","I192065132","Motor Vehicle Accident Response",42.32101107,-71.11658331,"Jamaica Plain","2019"
"1181","I192065126","Motor Vehicle Accident Response",42.31578,-71.066399,"Roxbury","2019"
"1182","I192065104","Motor Vehicle Accident Response",42.36454404,-71.05369186,"Downtown","2019"
"1183","I192065101","Motor Vehicle Accident Response",42.30238064,-71.0871183,"Roxbury","2019"
"1184","I192065089","Motor Vehicle Accident Response",42.34133195,-71.0765534,"South End","2019"
"1185","I192065067","Motor Vehicle Accident Response",42.34044966,-71.08845935,"South End","2019"
"1186","I192065060","Motor Vehicle Accident Response",42.30971857,-71.10429432,"Jamaica Plain","2019"
"1187","I192065058","Motor Vehicle Accident Response",42.32474524,-71.06851006,"Roxbury","2019"
"1188","I192065041","Motor Vehicle Accident Response",42.38760802,-71.00402839,"East Boston","2019"
"1189","I192065038","Motor Vehicle Accident Response",42.34096857,-71.14721092,"Brighton","2019"
"1190","I192065026","Motor Vehicle Accident Response",42.27507534,-71.09067413,"Mattapan","2019"
"1191","I192064970","Motor Vehicle Accident Response",42.32627607,-71.08324704,"Roxbury","2019"
"1192","I192064955","Motor Vehicle Accident Response",42.32364847,-71.11094047,"Jamaica Plain","2019"
"1193","I192064955","Motor Vehicle Accident Response",42.32364847,-71.11094047,"Jamaica Plain","2019"
"1194","I192064940","Motor Vehicle Accident Response",42.31342215,-71.09348975,"Roxbury","2019"
"1195","I192064932","Motor Vehicle Accident Response",42.32462274,-71.07311246,"Roxbury","2019"
"1196","I192064888","Motor Vehicle Accident Response",42.2560176,-71.12578447,"Hyde Park","2019"
"1197","I192064884","Motor Vehicle Accident Response",42.26871441,-71.09221139,"Mattapan","2019"
"1198","I192064880","Motor Vehicle Accident Response",42.30603974,-71.0862124,"Roxbury","2019"
"1199","I192064866","Motor Vehicle Accident Response",42.35040583,-71.06512526,"Downtown","2019"
"1200","I192064862","Motor Vehicle Accident Response",42.32265133,-71.07172492,"Roxbury","2019"
"1201","I192064853","Motor Vehicle Accident Response",42.35335717,-71.08017703,"South End","2019"
"1202","I192064851","Motor Vehicle Accident Response",42.35743519,-71.05268932,"Downtown","2019"
"1203","I192064807","Motor Vehicle Accident Response",42.35822966,-71.05362239,"Downtown","2019"
"1204","I192064799","Motor Vehicle Accident Response",42.28204037,-71.08342665,"Mattapan","2019"
"1205","I192064793","Motor Vehicle Accident Response",42.32103493,-71.06348926,"Roxbury","2019"
"1206","I192064754","Motor Vehicle Accident Response",42.284543,-71.04531029,"Dorchester","2019"
"1207","I192064740","Motor Vehicle Accident Response",42.33827462,-71.07662934,"South End","2019"
"1208","I192064723","Motor Vehicle Accident Response",42.35121225,-71.15060993,"Brighton","2019"
"1209","I192064710","Motor Vehicle Accident Response",42.35814629,-71.05464996,"Downtown","2019"
"1210","I192064687","Motor Vehicle Accident Response",42.283591,-71.08470737,"Mattapan","2019"
"1211","I192064679","Motor Vehicle Accident Response",42.26496475,-71.12123167,"Hyde Park","2019"
"1212","I192064677","Motor Vehicle Accident Response",42.34717363,-71.0964439,"South End","2019"
"1213","I192064663","Motor Vehicle Accident Response",42.32665471,-71.10679596,"Jamaica Plain","2019"
"1214","I192064662","Motor Vehicle Accident Response",42.35825495,-71.06173472,"Downtown","2019"
"1215","I192064637","Motor Vehicle Accident Response",42.28739895,-71.0491064,"Dorchester","2019"
"1216","I192064631","Motor Vehicle Accident Response",42.33765093,-71.07215567,"South End","2019"
"1217","I192064629","Motor Vehicle Accident Response",42.34285169,-71.05427918,"South Boston","2019"
"1218","I192064595","Motor Vehicle Accident Response",42.31262425,-71.1040277,"Jamaica Plain","2019"
"1219","I192064565","Motor Vehicle Accident Response",42.26922388,-71.12085347,"Hyde Park","2019"
"1220","I192064533","Motor Vehicle Accident Response",42.32177032,-71.09779774,"Roxbury","2019"
"1221","I192064518","Motor Vehicle Accident Response",42.2518944,-71.1253531,"Hyde Park","2019"
"1222","I192064513","Motor Vehicle Accident Response",42.31418842,-71.06766371,"Roxbury","2019"
"1223","I192064505","Motor Vehicle Accident Response",42.32696647,-71.06198607,"South Boston","2019"
"1224","I192064494","Motor Vehicle Accident Response",42.25587059,-71.12129661,"Hyde Park","2019"
"1225","I192064491","Motor Vehicle Accident Response",42.28476869,-71.06457556,"Dorchester","2019"
"1226","I192064490","Motor Vehicle Accident Response",42.35483584,-71.06267377,"Downtown","2019"
"1227","I192064480","Motor Vehicle Accident Response",42.29019621,-71.07159012,"Dorchester","2019"
"1228","I192064474","Motor Vehicle Accident Response",42.36582721,-71.03707479,"East Boston","2019"
"1229","I192064461","Motor Vehicle Accident Response",42.37663167,-71.05593196,"Charlestown","2019"
"1230","I192064458","Motor Vehicle Accident Response",42.30085931,-71.08128808,"Mattapan","2019"
"1231","I192064454","Motor Vehicle Accident Response",42.35299368,-71.04601294,"South Boston","2019"
"1232","I192064449","Motor Vehicle Accident Response",42.29084577,-71.07414557,"Mattapan","2019"
"1233","I192064435","Motor Vehicle Accident Response",42.28962239,-71.07141943,"Dorchester","2019"
"1234","I192064421","Motor Vehicle Accident Response",42.2969072,-71.07233558,"Dorchester","2019"
"1235","I192064408","Motor Vehicle Accident Response",42.28627123,-71.13644214,"West Roxbury","2019"
"1236","I192064405","Motor Vehicle Accident Response",42.35844371,-71.1444958,"Brighton","2019"
"1237","I192064402","Motor Vehicle Accident Response",42.28640447,-71.11826711,"Hyde Park","2019"
"1238","I192064400","Motor Vehicle Accident Response",42.36439256,-71.06093185,"Downtown","2019"
"1239","I192064394","Motor Vehicle Accident Response",42.28728494,-71.15306857,"West Roxbury","2019"
"1240","I192064382","Motor Vehicle Accident Response",42.34621459,-71.08721196,"South End","2019"
"1241","I192064381","Motor Vehicle Accident Response",42.34465296,-71.03801917,"South Boston","2019"
"1242","I192064375","Motor Vehicle Accident Response",42.28020477,-71.0869124,"Mattapan","2019"
"1243","I192064366","Motor Vehicle Accident Response",42.34385799,-71.07953502,"South End","2019"
"1244","I192064302","Motor Vehicle Accident Response",42.34239944,-71.14042831,"Brighton","2019"
"1245","I192064289","Motor Vehicle Accident Response",42.30543493,-71.08057791,"Roxbury","2019"
"1246","I192064287","Motor Vehicle Accident Response",42.39088884,-71.01258993,"East Boston","2019"
"1247","I192064277","Motor Vehicle Accident Response",42.28520026,-71.04674098,"Dorchester","2019"
"1248","I192064274","Motor Vehicle Accident Response",42.32845405,-71.10732892,"Roxbury","2019"
"1249","I192064271","Motor Vehicle Accident Response",42.36033524,-71.06636237,"Downtown","2019"
"1250","I192064255","Motor Vehicle Accident Response",42.35342285,-71.04692987,"South Boston","2019"
"1251","I192064246","Motor Vehicle Accident Response",42.32856401,-71.06835343,"South Boston","2019"
"1252","I192064235","Motor Vehicle Accident Response",42.27894173,-71.13707151,"West Roxbury","2019"
"1253","I192064226","Motor Vehicle Accident Response",42.3217176,-71.09846743,"Jamaica Plain","2019"
"1254","I192064208","Motor Vehicle Accident Response",42.30854728,-71.05821219,"Dorchester","2019"
"1255","I192064185","Motor Vehicle Accident Response",42.35562813,-71.05567739,"Downtown","2019"
"1256","I192064176","Motor Vehicle Accident Response",42.28085355,-71.11880157,"Hyde Park","2019"
"1257","I192064175","Motor Vehicle Accident Response",42.36484926,-71.05736028,"Downtown","2019"
"1258","I192064169","Motor Vehicle Accident Response",42.23850959,-71.13277923,"Hyde Park","2019"
"1259","I192064153","Motor Vehicle Accident Response",42.31953976,-71.07066788,"Roxbury","2019"
"1260","I192064150","Motor Vehicle Accident Response",42.3398942,-71.03554286,"South Boston","2019"
"1261","I192064132","Motor Vehicle Accident Response",42.35204779,-71.13180684,"Brighton","2019"
"1262","I192064112","Motor Vehicle Accident Response",42.28122108,-71.12062085,"West Roxbury","2019"
"1263","I192064084","Motor Vehicle Accident Response",42.31489621,-71.06043028,"Dorchester","2019"
"1264","I192064071","Motor Vehicle Accident Response",42.28453015,-71.13751176,"West Roxbury","2019"
"1265","I192064069","Motor Vehicle Accident Response",42.35796985,-71.1407986,"Brighton","2019"
"1266","I192064061","Motor Vehicle Accident Response",42.29056142,-71.08926028,"Mattapan","2019"
"1267","I192064023","Motor Vehicle Accident Response",42.34982008,-71.16121989,"Brighton","2019"
"1268","I192064021","Motor Vehicle Accident Response",42.30915624,-71.10352056,"Jamaica Plain","2019"
"1269","I192064001","Motor Vehicle Accident Response",42.34412484,-71.05685339,"South Boston","2019"
"1270","I192063998","Motor Vehicle Accident Response",42.35320826,-71.0464714,"South Boston","2019"
"1271","I192063996","Motor Vehicle Accident Response",42.31168453,-71.05750327,"Dorchester","2019"
"1272","I192063970","Motor Vehicle Accident Response",42.32553801,-71.06579592,"South Boston","2019"
"1273","I192063966","Motor Vehicle Accident Response",42.36240281,-71.06954652,"Downtown","2019"
"1274","I192063960","Motor Vehicle Accident Response",42.32694087,-71.07641291,"Roxbury","2019"
"1275","I192063956","Motor Vehicle Accident Response",42.33364401,-71.09086302,"Roxbury","2019"
"1276","I192063954","Motor Vehicle Accident Response",42.38415728,-71.07479076,"Charlestown","2019"
"1277","I192063936","Motor Vehicle Accident Response",42.31797163,-71.07234547,"Roxbury","2019"
"1278","I192063914","Motor Vehicle Accident Response",42.34880604,-71.06285447,"Downtown","2019"
"1279","I192063912","Motor Vehicle Accident Response",42.38356867,-71.0753672,"Charlestown","2019"
"1280","I192063875","Motor Vehicle Accident Response",42.38504713,-71.07502044,"Charlestown","2019"
"1281","I192063868","Motor Vehicle Accident Response",42.31540402,-71.06148663,"Dorchester","2019"
"1282","I192063867","Motor Vehicle Accident Response",42.29901707,-71.07337539,"Dorchester","2019"
"1283","I192063866","Motor Vehicle Accident Response",42.33044113,-71.08373481,"Roxbury","2019"
"1284","I192063853","Motor Vehicle Accident Response",42.31797163,-71.07234547,"Roxbury","2019"
"1285","I192063811","Motor Vehicle Accident Response",42.33463662,-71.07597593,"South End","2019"
"1286","I192063802","Motor Vehicle Accident Response",42.32336038,-71.10956421,"Jamaica Plain","2019"
"1287","I192063794","Motor Vehicle Accident Response",42.31117097,-71.0565962,"Dorchester","2019"
"1288","I192063791","Motor Vehicle Accident Response",42.386147,-71.005339,"East Boston","2019"
"1289","I192063782","Motor Vehicle Accident Response",42.31402419,-71.10676799,"Jamaica Plain","2019"
"1290","I192063765","Motor Vehicle Accident Response",42.30316091,-71.08515552,"Mattapan","2019"
"1291","I192063760","Motor Vehicle Accident Response",42.31940749,-71.07567842,"Roxbury","2019"
"1292","I192063748","Motor Vehicle Accident Response",42.279267,-71.11900247,"Hyde Park","2019"
"1293","I192063719","Motor Vehicle Accident Response",42.33125913,-71.08301192,"Roxbury","2019"
"1294","I192063712","Motor Vehicle Accident Response",42.27415489,-71.06282889,"Dorchester","2019"
"1295","I192063708","Motor Vehicle Accident Response",42.31839238,-71.10580554,"Jamaica Plain","2019"
"1296","I192063693","Motor Vehicle Accident Response",42.32986242,-71.05257205,"South Boston","2019"
"1297","I192063659","Motor Vehicle Accident Response",42.31814139,-71.05538869,"Dorchester","2019"
"1298","I192063645","Motor Vehicle Accident Response",42.34221545,-71.10544085,"Roxbury","2019"
"1299","I192063612","Motor Vehicle Accident Response",42.30385286,-71.06842775,"Dorchester","2019"
"1300","I192063597","Motor Vehicle Accident Response",42.28645921,-71.11514757,"Hyde Park","2019"
"1301","I192063596","Motor Vehicle Accident Response",42.37847994,-71.03750965,"East Boston","2019"
"1302","I192063592","Motor Vehicle Accident Response",42.32855807,-71.079276,"Roxbury","2019"
"1303","I192063587","Motor Vehicle Accident Response",42.2789366,-71.05417188,"Dorchester","2019"
"1304","I192063558","Motor Vehicle Accident Response",42.28414025,-71.09305138,"Mattapan","2019"
"1305","I192063530","Motor Vehicle Accident Response",42.29044163,-71.12385832,"West Roxbury","2019"
"1306","I192063521","Motor Vehicle Accident Response",42.31376948,-71.06791511,"Roxbury","2019"
"1307","I192063511","Motor Vehicle Accident Response",42.351084,-71.059395,"Downtown","2019"
"1308","I192063503","Motor Vehicle Accident Response",42.28010393,-71.13493458,"West Roxbury","2019"
"1309","I192063497","Motor Vehicle Accident Response",42.3547096,-71.1256542,"Brighton","2019"
"1310","I192063472","Motor Vehicle Accident Response",42.33166164,-71.08147827,"Roxbury","2019"
"1311","I192063449","Motor Vehicle Accident Response",42.34136252,-71.06707636,"South End","2019"
"1312","I192063419","Motor Vehicle Accident Response",42.29597658,-71.0793399,"Mattapan","2019"
"1313","I192063410","Motor Vehicle Accident Response",42.2713838,-71.12921547,"Hyde Park","2019"
"1314","I192063406","Motor Vehicle Accident Response",42.35196671,-71.05415459,"Downtown","2019"
"1315","I192063404","Motor Vehicle Accident Response",42.37246202,-71.03475103,"East Boston","2019"
"1316","I192063403","Motor Vehicle Accident Response",42.27380942,-71.11996035,"Hyde Park","2019"
"1317","I192063393","Motor Vehicle Accident Response",42.27630951,-71.09300257,"Mattapan","2019"
"1318","I192063373","Motor Vehicle Accident Response",42.33271353,-71.03529347,"South Boston","2019"
"1319","I192063372","Motor Vehicle Accident Response",42.27897754,-71.08954272,"Mattapan","2019"
"1320","I192063359","Motor Vehicle Accident Response",42.32987323,-71.09590774,"Roxbury","2019"
"1321","I192063339","Motor Vehicle Accident Response",42.37576714,-71.03196202,"East Boston","2019"
"1322","I192063338","Motor Vehicle Accident Response",42.31192789,-71.07762963,"Roxbury","2019"
"1323","I192063327","Motor Vehicle Accident Response",42.31290648,-71.05762325,"Dorchester","2019"
"1324","I192063308","Motor Vehicle Accident Response",42.3189886,-71.0983998,"Jamaica Plain","2019"
"1325","I192063304","Motor Vehicle Accident Response",42.3189886,-71.0983998,"Jamaica Plain","2019"
"1326","I192063303","Motor Vehicle Accident Response",42.33870465,-71.04551504,"South Boston","2019"
"1327","I192063301","Motor Vehicle Accident Response",42.32868844,-71.07505044,"Roxbury","2019"
"1328","I192063300","Motor Vehicle Accident Response",42.33768604,-71.04696266,"South Boston","2019"
"1329","I192063231","Motor Vehicle Accident Response",42.34310073,-71.09958918,"South End","2019"
"1330","I192063217","Motor Vehicle Accident Response",42.34976387,-71.1481364,"Brighton","2019"
"1331","I192063193","Motor Vehicle Accident Response",42.37799038,-71.06576668,"Charlestown","2019"
"1332","I192063180","Motor Vehicle Accident Response",42.38025398,-71.07113638,"Charlestown","2019"
"1333","I192063173","Motor Vehicle Accident Response",42.25621592,-71.12401947,"Hyde Park","2019"
"1334","I192063171","Motor Vehicle Accident Response",42.33479672,-71.0324864,"South Boston","2019"
"1335","I192063166","Motor Vehicle Accident Response",42.39027074,-70.99676864,"East Boston","2019"
"1336","I192063158","Motor Vehicle Accident Response",42.32261081,-71.07520356,"Roxbury","2019"
