"","Incident_Number","Offence_Code_Group","Latitude","Longtitude","City","Year"
"162","I192076744","Larceny",42.35059717,-71.07881031,"South End","2019"
"163","I192076734","Larceny",42.26421985,-71.16298436,"West Roxbury","2019"
"164","I192076723","Larceny",42.29049072,-71.07802267,"Mattapan","2019"
"165","I192076709","Larceny",42.34285014,-71.06516235,"South End","2019"
"166","I192076658","Larceny",42.36110964,-71.06741369,"Downtown","2019"
"167","I192076639","Larceny",42.35007312,-71.14108202,"Brighton","2019"
"168","I192076632","Larceny",42.31853245,-71.05778998,"Dorchester","2019"
"169","I192076626","Larceny",42.35231069,-71.1409316,"Brighton","2019"
"170","I192076602","Larceny",42.36105643,-71.13910599,"Brighton","2019"
"171","I192076579","Larceny",42.33076268,-71.03795231,"South Boston","2019"
"172","I192076535","Larceny",42.35216435,-71.12378708,"Brighton","2019"
"173","I192076531","Larceny",42.31872369,-71.06200077,"Dorchester","2019"
"174","I192076529","Larceny",42.35785938,-71.13368353,"Brighton","2019"
"175","I192076481","Larceny",42.35468361,-71.1347462,"Brighton","2019"
"176","I192076450","Larceny",42.32347517,-71.0875019,"Roxbury","2019"
"177","I192076439","Larceny",42.35872111,-71.05781197,"Downtown","2019"
"178","I192076437","Larceny",42.29919694,-71.06046974,"Dorchester","2019"
"179","I192076413","Larceny",42.33017987,-71.09061217,"Roxbury","2019"
"180","I192076412","Larceny",42.34150501,-71.08833674,"South End","2019"
"181","I192076409","Larceny",42.35783831,-71.05795495,"Downtown","2019"
"182","I192076382","Larceny",42.36441366,-71.05753981,"Downtown","2019"
"183","I192076368","Larceny",42.31217254,-71.08297454,"Roxbury","2019"
"184","I192076338","Larceny",42.27683754,-71.0952644,"Mattapan","2019"
"185","I192076321","Larceny",42.31750481,-71.09661016,"Roxbury","2019"
"186","I192076285","Larceny",42.35140041,-71.06480285,"Downtown","2019"
"187","I192076263","Larceny",42.3606447,-71.07086192,"Downtown","2019"
"188","I192076228","Larceny",42.34852699,-71.06486875,"Downtown","2019"
"189","I192076216","Larceny",42.36032517,-71.06663487,"Downtown","2019"
"190","I192076197","Larceny",42.28277895,-71.07135525,"Dorchester","2019"
"191","I192076195","Larceny",42.26994732,-71.09380308,"Mattapan","2019"
"192","I192076193","Larceny",42.35237455,-71.13509584,"Brighton","2019"
"193","I192076190","Larceny",42.37421104,-71.03918485,"East Boston","2019"
"194","I192076176","Larceny",42.35332464,-71.05727637,"Downtown","2019"
"195","I192076165","Larceny",42.35521625,-71.06012863,"Downtown","2019"
"196","I192076160","Larceny",42.3451828,-71.10066932,"South End","2019"
"197","I192076158","Larceny",42.33807331,-71.07265225,"South End","2019"
"198","I192076146","Larceny",42.37421104,-71.03918485,"East Boston","2019"
"199","I192076143","Larceny",42.34110439,-71.07181421,"South End","2019"
"200","I192076133","Larceny",42.33562126,-71.07582361,"South End","2019"
"201","I192076107","Larceny",42.30263978,-71.06038376,"Dorchester","2019"
"202","I192076088","Larceny",42.34496729,-71.06382224,"South End","2019"
"203","I192076084","Larceny",42.34234193,-71.05633276,"South Boston","2019"
"204","I192076063","Larceny",42.34496729,-71.06382224,"South End","2019"
"205","I192076053","Larceny",42.35501985,-71.05642713,"Downtown","2019"
"206","I192076052","Larceny",42.35501985,-71.05642713,"Downtown","2019"
"207","I192076038","Larceny",42.37350195,-71.03458623,"East Boston","2019"
"208","I192076032","Larceny",42.3102849,-71.06348374,"Dorchester","2019"
"209","I192076028","Larceny",42.33215502,-71.05699099,"South Boston","2019"
"210","I192076025","Larceny",42.30492239,-71.10298073,"Jamaica Plain","2019"
"211","I192076025","Larceny",42.30492239,-71.10298073,"Jamaica Plain","2019"
"212","I192075976","Larceny",42.36173448,-71.06386593,"Downtown","2019"
"213","I192075958","Larceny",42.30481467,-71.07218295,"Dorchester","2019"
"214","I192075927","Larceny",42.35521625,-71.06012863,"Downtown","2019"
"215","I192075914","Larceny",42.36341698,-71.05442364,"Downtown","2019"
"216","I192075910","Larceny",42.27028577,-71.16534757,"West Roxbury","2019"
"217","I192075891","Larceny",42.25332979,-71.12467152,"Hyde Park","2019"
"218","I192075873","Larceny",42.37620267,-71.03979926,"East Boston","2019"
"219","I192075864","Larceny",42.36020464,-71.05620816,"Downtown","2019"
"220","I192075826","Larceny",42.3479724,-71.07849582,"South End","2019"
"221","I192075824","Larceny",42.34496729,-71.06382224,"South End","2019"
"222","I192075822","Larceny",42.35128926,-71.14146034,"Brighton","2019"
"223","I192075821","Larceny",42.36303798,-71.05524751,"Downtown","2019"
"224","I192075811","Larceny",42.34813158,-71.08027002,"South End","2019"
"225","I192075801","Larceny",42.34507147,-71.08057788,"South End","2019"
"226","I192075799","Larceny",42.3169665,-71.08254058,"Roxbury","2019"
"227","I192075794","Larceny",42.35972137,-71.0585236,"Downtown","2019"
"228","I192075793","Larceny",42.35973903,-71.13678784,"Brighton","2019"
"229","I192075791","Larceny",42.35085371,-71.13125747,"Brighton","2019"
"230","I192075788","Larceny",42.33744152,-71.10428096,"Roxbury","2019"
"231","I192075776","Larceny",42.32696647,-71.06198607,"South Boston","2019"
"232","I192075775","Larceny",42.35521429,-71.06206351,"Downtown","2019"
"233","I192075774","Larceny",42.34496729,-71.06382224,"South End","2019"
"234","I192075773","Larceny",42.32572097,-71.08220072,"Roxbury","2019"
"235","I192075772","Larceny",42.36489527,-71.06050249,"Downtown","2019"
"236","I192075762","Larceny",42.34646505,-71.07070436,"South End","2019"
"237","I192075749","Larceny",42.33311189,-71.0727637,"South End","2019"
"238","I192075747","Larceny",42.27882383,-71.09777223,"Mattapan","2019"
"239","I192075739","Larceny",42.34597769,-71.08392801,"South End","2019"
"240","I192075685","Larceny",42.35512339,-71.0608798,"Downtown","2019"
"241","I192075633","Larceny",42.34416701,-71.10359107,"South End","2019"
"242","I192075622","Larceny",42.35654108,-71.05982953,"Downtown","2019"
"243","I192075617","Larceny",42.32982858,-71.07466895,"Roxbury","2019"
"244","I192075608","Larceny",42.33123776,-71.09140736,"Roxbury","2019"
"245","I192075601","Larceny",42.32809966,-71.06321676,"South Boston","2019"
"246","I192075595","Larceny",42.34813158,-71.08027002,"South End","2019"
"247","I192075584","Larceny",42.3169665,-71.08254058,"Roxbury","2019"
"248","I192075573","Larceny",42.34044966,-71.08845935,"South End","2019"
"249","I192075572","Larceny",42.34828759,-71.07891773,"South End","2019"
"250","I192075567","Larceny",42.34932471,-71.08014801,"South End","2019"
"251","I192075553","Larceny",42.3490821,-71.15301633,"Brighton","2019"
"252","I192075550","Larceny",42.29812402,-71.07589794,"Mattapan","2019"
"253","I192075542","Larceny",42.27968299,-71.09286048,"Mattapan","2019"
"254","I192075536","Larceny",42.30288397,-71.06918798,"Dorchester","2019"
"255","I192075531","Larceny",42.33142637,-71.03820913,"South Boston","2019"
"256","I192075488","Larceny",42.3414751,-71.08495034,"South End","2019"
"257","I192075458","Larceny",42.27417433,-71.1603713,"West Roxbury","2019"
"258","I192075449","Larceny",42.26701085,-71.12096171,"Hyde Park","2019"
"259","I192075444","Larceny",42.29131613,-71.07170293,"Dorchester","2019"
"260","I192075422","Larceny",42.34747759,-71.04467675,"South Boston","2019"
"261","I192075406","Larceny",42.28544884,-71.11055934,"Hyde Park","2019"
"262","I192075404","Larceny",42.26623736,-71.16843346,"West Roxbury","2019"
"263","I192075383","Larceny",42.33438722,-71.07958852,"South End","2019"
"264","I192075374","Larceny",42.33401829,-71.07638124,"South End","2019"
"265","I192075374","Larceny",42.33401829,-71.07638124,"South End","2019"
"266","I192075368","Larceny",42.36658726,-71.06019881,"Downtown","2019"
"267","I192075352","Larceny",42.34640381,-71.07551289,"South End","2019"
"268","I192075334","Larceny",42.34997256,-71.06348817,"Downtown","2019"
"269","I192075330","Larceny",42.35678908,-71.05652771,"Downtown","2019"
"270","I192075322","Larceny",42.33313016,-71.05145759,"South Boston","2019"
"271","I192075222","Larceny",42.3087073,-71.10821451,"Jamaica Plain","2019"
"272","I192075236","Larceny",42.27130225,-71.07442362,"Mattapan","2019"
"273","I192075234","Larceny",42.3459911,-71.17028987,"Brighton","2019"
"274","I192075223","Larceny",42.30270805,-71.11449114,"Jamaica Plain","2019"
"275","I192075216","Larceny",42.26817397,-71.09387677,"Mattapan","2019"
"276","I192075211","Larceny",42.31544307,-71.059799,"Dorchester","2019"
"277","I192075205","Larceny",42.30889362,-71.07410474,"Dorchester","2019"
"278","I192075203","Larceny",42.35099438,-71.06645588,"Downtown","2019"
"279","I192075200","Larceny",42.31669234,-71.06209904,"Dorchester","2019"
"280","I192075199","Larceny",42.33123776,-71.09140736,"Roxbury","2019"
"281","I192075195","Larceny",42.35141082,-71.07920855,"South End","2019"
"282","I192075189","Larceny",42.35657707,-71.14883784,"Brighton","2019"
"283","I192075182","Larceny",42.34980175,-71.07840978,"South End","2019"
"284","I192075178","Larceny",42.36020464,-71.05620816,"Downtown","2019"
"285","I192075170","Larceny",42.35512339,-71.0608798,"Downtown","2019"
"286","I192075165","Larceny",42.35325379,-71.0487241,"South Boston","2019"
"287","I192075160","Larceny",42.27685989,-71.13757584,"West Roxbury","2019"
"288","I192075153","Larceny",42.34984183,-71.13678902,"Brighton","2019"
"289","I192075119","Larceny",42.28187061,-71.08751152,"Mattapan","2019"
"290","I192075098","Larceny",42.34410718,-71.1018026,"South End","2019"
"291","I192075096","Larceny",42.33731438,-71.04852327,"South Boston","2019"
"292","I192075094","Larceny",42.35237073,-71.07227173,"South End","2019"
"293","I192075068","Larceny",42.28187061,-71.08751152,"Mattapan","2019"
"294","I192075033","Larceny",42.35426247,-71.05883334,"Downtown","2019"
"295","I192075012","Larceny",42.34674238,-71.08970931,"South End","2019"
"296","I192075005","Larceny",42.35521625,-71.06012863,"Downtown","2019"
"297","I192074960","Larceny",42.32648547,-71.05487817,"South Boston","2019"
"298","I192074958","Larceny",42.33511904,-71.0749171,"South End","2019"
"299","I192074928","Larceny",42.32004176,-71.06104118,"Dorchester","2019"
"300","I192074905","Larceny",42.34439568,-71.08632016,"South End","2019"
"301","I192074898","Larceny",42.27357721,-71.0677043,"Dorchester","2019"
"302","I192074873","Larceny",42.29557336,-71.07584328,"Mattapan","2019"
"303","I192074872","Larceny",42.31847226,-71.08409289,"Roxbury","2019"
"304","I192074866","Larceny",42.27357721,-71.0677043,"Dorchester","2019"
"305","I192074858","Larceny",42.35131095,-71.06030942,"Downtown","2019"
"306","I192074844","Larceny",42.35997967,-71.05474135,"Downtown","2019"
"307","I192074821","Larceny",42.34980175,-71.07840978,"South End","2019"
"308","I192074818","Larceny",42.34862382,-71.08277637,"South End","2019"
"309","I192074802","Larceny",42.35042708,-71.13496065,"Brighton","2019"
"310","I192074797","Larceny",42.29488322,-71.11501506,"Jamaica Plain","2019"
"311","I192074793","Larceny",42.33408297,-71.0462535,"South Boston","2019"
"312","I192074788","Larceny",42.32609148,-71.1049222,"Jamaica Plain","2019"
"313","I192074783","Larceny",42.3483823,-71.0638195,"Downtown","2019"
"314","I192074776","Larceny",42.34840576,-71.08688339,"South End","2019"
"315","I192074774","Larceny",42.27130225,-71.07442362,"Mattapan","2019"
"316","I192074749","Larceny",42.33816387,-71.07461217,"South End","2019"
"317","I192074727","Larceny",42.3655824,-71.0608703,"Downtown","2019"
"318","I192074713","Larceny",42.34877575,-71.09606805,"South End","2019"
"319","I192074703","Larceny",42.25592648,-71.12317207,"Hyde Park","2019"
"320","I192074682","Larceny",42.33970952,-71.15175699,"Brighton","2019"
"321","I192074677","Larceny",42.35512339,-71.0608798,"Downtown","2019"
"322","I192074662","Larceny",42.27282972,-71.09560402,"Mattapan","2019"
"323","I192074630","Larceny",42.35450139,-71.05916774,"Downtown","2019"
"324","I192074610","Larceny",42.34862382,-71.08277637,"South End","2019"
"325","I192074586","Larceny",42.34255587,-71.09807867,"South End","2019"
"326","I192074571","Larceny",42.3606447,-71.07086192,"Downtown","2019"
"327","I192074568","Larceny",42.3606447,-71.07086192,"Downtown","2019"
"328","I192074555","Larceny",42.29549707,-71.07211394,"Dorchester","2019"
"329","I192074532","Larceny",42.33675016,-71.07662788,"South End","2018"
"330","I192074525","Larceny",42.26106235,-71.11399617,"Hyde Park","2019"
"331","I192074520","Larceny",42.34813158,-71.08027002,"South End","2019"
"332","I192074517","Larceny",42.33153509,-71.09534648,"Roxbury","2019"
"333","I192074514","Larceny",42.34840576,-71.08688339,"South End","2019"
"334","I192074513","Larceny",42.3603996,-71.05482846,"Downtown","2019"
"335","I192074510","Larceny",42.30506946,-71.07633253,"Dorchester","2019"
"336","I192074505","Larceny",42.35367861,-71.13819856,"Brighton","2019"
"337","I192074500","Larceny",42.34856518,-71.13136555,"Brighton","2019"
"338","I192074488","Larceny",42.30060526,-71.05923027,"Dorchester","2017"
"339","I192074486","Larceny",42.31526714,-71.0630687,"Dorchester","2018"
"340","I192074485","Larceny",42.29110848,-71.06281101,"Dorchester","2018"
"341","I192074484","Larceny",42.30132851,-71.07870873,"Mattapan","2018"
"342","I192074479","Larceny",42.34440738,-71.07081091,"South End","2019"
"343","I192074478","Larceny",42.34717363,-71.0964439,"South End","2019"
"344","I192074468","Larceny",42.31735472,-71.0658297,"Roxbury","2019"
"345","I192074455","Larceny",42.37864908,-71.05951276,"Charlestown","2019"
"346","I192074454","Larceny",42.34425779,-71.14383621,"Brighton","2019"
"347","I192074452","Larceny",42.30649283,-71.08180677,"Roxbury","2019"
"348","I192074437","Larceny",42.30470458,-71.06969889,"Dorchester","2019"
"349","I192074410","Larceny",42.36122324,-71.06593235,"Downtown","2019"
"350","I192074391","Larceny",42.33402461,-71.09039049,"Roxbury","2019"
"351","I192074376","Larceny",42.35095909,-71.0741278,"South End","2019"
"352","I192074364","Larceny",42.35613296,-71.05663451,"Downtown","2018"
"353","I192074344","Larceny",42.33553188,-71.04769502,"South Boston","2019"
"354","I192074338","Larceny",42.33574249,-71.05309125,"South Boston","2019"
"355","I192074329","Larceny",42.34334672,-71.06643142,"South End","2019"
"356","I192074303","Larceny",42.32217348,-71.08506711,"Roxbury","2019"
"357","I192074279","Larceny",42.35232814,-71.12603095,"Brighton","2019"
"358","I192074234","Larceny",42.30889362,-71.07410474,"Dorchester","2019"
"359","I192074224","Larceny",42.29278843,-71.08851888,"Mattapan","2019"
"360","I192074223","Larceny",42.35512339,-71.0608798,"Downtown","2019"
"361","I192074219","Larceny",42.35265112,-71.04757739,"South Boston","2019"
"362","I192074204","Larceny",42.37248334,-71.03752375,"East Boston","2019"
"363","I192074202","Larceny",42.28581121,-71.07115483,"Dorchester","2019"
"364","I192074186","Larceny",42.35331987,-71.06102314,"Downtown","2019"
"365","I192074141","Larceny",42.35512339,-71.0608798,"Downtown","2019"
"366","I192074182","Larceny",42.3499624,-71.14762531,"Brighton","2019"
"367","I192074180","Larceny",42.28865167,-71.06415608,"Dorchester","2019"
"368","I192074179","Larceny",42.35521625,-71.06012863,"Downtown","2019"
"369","I192074178","Larceny",42.35157076,-71.07186599,"South End","2019"
"370","I192074176","Larceny",42.3479724,-71.07849582,"South End","2019"
"371","I192074157","Larceny",42.31127726,-71.08909334,"Roxbury","2019"
"372","I192074153","Larceny",42.30793484,-71.11065094,"Jamaica Plain","2019"
"373","I192074145","Larceny",42.26820198,-71.09367344,"Mattapan","2019"
"374","I192074140","Larceny",42.34451294,-71.08049717,"South End","2019"
"375","I192074130","Larceny",42.33153509,-71.09534648,"Roxbury","2019"
"376","I192074110","Larceny",42.37210255,-71.05925769,"Charlestown","2019"
"377","I192074096","Larceny",42.34496729,-71.06382224,"South End","2019"
"378","I192074091","Larceny",42.35066174,-71.06602232,"Downtown","2019"
"379","I192074091","Larceny",42.35066174,-71.06602232,"Downtown","2019"
"380","I192074089","Larceny",42.25511703,-71.12423991,"Hyde Park","2019"
"381","I192074015","Larceny",42.34439568,-71.08632016,"South End","2019"
"382","I192074014","Larceny",42.34937839,-71.13249037,"Brighton","2019"
"383","I192074002","Larceny",42.28082671,-71.09754718,"Mattapan","2019"
"384","I192073999","Larceny",42.35450139,-71.05916774,"Downtown","2019"
"385","I192073975","Larceny",42.37824004,-71.0604344,"Charlestown","2019"
